,unique_id,transaction_id,unformatted_date,product_id,product_name,category_id,category_name,parent_id,parent_name,product_count,site_id,site_name,address,city,zip,latitude,longitude,site_status,revenue,gross_profit,costs,units
1759,482934,20180501|381|2|2|4037996,2018-07-24,4301,KAYAK LC WNTRGRN UPRITE,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,151,381 Midway,323 Highway 178 W,Midway,72651,36.3862,-92.4672,ACTIVE,2.14,0.80878,1.33122,1.0
316,478993,20180430|187|2|2|2358688,2018-07-24,1842,DONUT RAISED FCS,270,Bakery Food,269,Bakery,112,57,187 Tallassee,1300 Gilmer Ave,Tallassee,36078,46.6472,-93.1276,ACTIVE,0.99,0.555,0.435,1.0
2327,2790513,20180430|670|3|1|5865784,2018-07-24,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,1.0,0.329453,0.670547,1.0
1331,2412983,20180430|465|2|2|3885677,2018-07-24,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,221,465 Sturgeon,111 N Wentz St,Sturgeon,65284,39.2347,-92.2822,ACTIVE,1.49,0.80697,0.68303,1.0
523,1810140,20180501|979|2|2|1017963,2018-07-25,10535,100OZ MUG 2017,155,Cold Bev-mugs (315),182,Gm/novelty,9,479,979 Gillette,2005 S Douglas Hwy,Gillette,82718,44.2762,-105.493,ACTIVE,10.99,3.81,7.18,1.0
76,2819728,20180501|650|1|2|3915024,2018-07-25,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,327,650 Thornton,8804 Washington St,Thornton,80229,39.8564,-104.978,ACTIVE,1.69,0.902491,0.787509,1.0
173,136085,20180501|912|2|1|2458042,2018-07-25,7541,RED BULL 8.4OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,432,912 Englewood,915 W Lehigh Ave,Englewood,80110,39.648,-104.998,ACTIVE,2.49,1.09824,1.39176,1.0
1461,157266,20180501|700|1|2|203139,2018-07-25,9087,MO LUCKY 190,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,350,700 Montgomery,6495 Atlanta Hwy,Montgomery,36117,39.0994,-91.6456,ACTIVE,2.0,0.1,1.9,1.0
635,498359,20180502|873|2|1|2571599,2018-07-26,3497,TOSTIT RSTRNT STYL 13OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,405,873 Turpin,419 S Main St,Turpin,73950,36.8634,-100.878,ACTIVE,4.29,1.13,3.16,1.0
908,438970,20180502|700|1|1|206028,2018-07-26,10809,SEC PRTZL BUN FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,350,700 Montgomery,6495 Atlanta Hwy,Montgomery,36117,39.0994,-91.6456,ACTIVE,2.69,2.162,0.528,1.0
863,2816688,20180502|520|2|2|4831282,2018-07-26,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,274,520 Atlantic,1630 E 7Th St,Atlantic,50022,41.4048,-94.9895,ACTIVE,1.69,0.904139,0.785861,1.0
2614,1978504,20180502|59|2|2|3350140,2018-07-26,5388,MEDIUM COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,313,59 Meservey,421 1St St,Meservey,50457,42.9122,-93.4784,ACTIVE,1.59,1.59,0.0,1.0
547,2391521,20180503|921|1|3|3032513,2018-07-27,18234,LOTTERY WIN,135,Lottery-win (270),307,Store Services (92),1,440,921 Greenwood Vlg,8525 E Arapahoe Rd,Greenwood Vlg,80112,39.5964,-104.891,ACTIVE,-10.0,0.0,0.0,10.0
1851,1474505,20180503|571|3|1|3485788,2018-07-27,1842,DONUT RAISED FCS,270,Bakery Food,269,Bakery,112,305,571 Leeds,8551 Whitfield Ave,Leeds,35094,40.3385,-95.393,ACTIVE,0.99,0.52,0.47,1.0
604,2405424,20180503|171|2|2|3809585,2018-07-27,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,53,171 Scottsboro,24833 Johnt Reidprkw,Scottsboro,35768,36.2661,-92.5383,ACTIVE,1.49,0.81382,0.67618,1.0
2586,1693163,20180505|905|1|2|3610726,2018-07-29,3509,FRITO IN SHLL PNUTS 4.5OZ,55,Nuts & seeds,185,Nuts,318,427,905 Mobile,685 Schillinger Rd,Mobile,36695,39.8319,-105.004,ACTIVE,0.99,0.3,0.69,1.0
1285,546912,20180505|222|2|1|3029109,2018-07-29,3458,BAKENETS HT SPCY 3OZ,58,Salty Snacks-other (157),5,Salty Snacks,161,85,222 Pilot Mound,102 Pilot St,Pilot Mound,50223,42.162,-94.0176,ACTIVE,2.0,0.781023,1.218977,1.0
840,2353259,20180505|928|1|100|2053401,2018-07-29,18998,G91E10P,1,Fuel Premuim,78,Fuel,68,443,928 Aurora,738 Peoria St Ste D,Aurora,80011,39.7276,-104.847,ACTIVE,54.82,4.608,50.212,15.36
1143,1111069,20180505|406|2|2|5205110,2018-07-29,15339,FULL THROTTLE BLU 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,2.49,1.28758,1.20242,1.0
2033,1891351,20180506|2926|2|2|2856577,2018-07-30,4389,TWIZZLE STRWBRY 2.5OZ REG,267,Healthy Candy,331,Candy,230,114,2926 Commerce City,8096 Brighton Rd,Commerce City,80022,39.8437,-104.921,ACTIVE,1.49,0.88833,0.60167,1.0
1011,893517,20180506|302|1|1|5100448,2018-07-30,6668,GATOR FRT PNCH 28OZ,252,Sports Drinks,150,Juice/tonics,132,116,302 Parkersburg,602 Coates St,Parkersburg,50665,42.577,-92.7869,ACTIVE,2.0,0.93062,1.06938,1.0
210,233319,20180506|320|1|100|111521,2018-07-30,18962,DIESEL,1,Fuel Premuim,78,Fuel,68,122,320 Northglenn,850 W 112Th Ave,Northglenn,80234,39.8994,-104.998,ACTIVE,86.88,8.691,78.189,28.97
2996,712866,20180507|152|2|2|5533048,2018-07-31,14487,CORONA 18PK GLS,211,Imported Beer,246,Beer,133,42,152 Wilmot,202 Mccombs St,Wilmot,71676,33.0593,-91.5728,ACTIVE,22.99,2.89,20.1,1.0
17,1853847,20180507|1837|2|1|1425374,2018-07-31,10812,SIGNATURE CHKN SAND,276,Hot Food,275,Hot Sandwiches & Chicken,207,55,1837 Winfield,2575 Us Hwy 43,Winfield,35594,36.5326,-98.1534,ACTIVE,3.29,2.162,1.128,1.0
2609,213074,20180507|615|2|1|2896233,2018-07-31,8813,FIJI .5LT,255,Bottled Water,150,Juice/tonics,174,318,615 Stickney,309 Main St,Stickney,57375,43.5894,-98.4377,ACTIVE,1.69,0.8,0.89,1.0
1440,895932,20180508|302|1|1|5104661,2018-08-01,1177,IA BNS CRSSWRD 953,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,116,302 Parkersburg,602 Coates St,Parkersburg,50665,42.577,-92.7869,ACTIVE,12.0,0.84,11.16,4.0
479,1745485,20180508|930|4|3|3773904,2018-08-01,17097,BODY ARMOR STRWBRY BAN 28OZ,252,Sports Drinks,150,Juice/tonics,132,445,930 Aurora,2500 S Abilene St,Aurora,80014,39.6704,-104.828,ACTIVE,2.69,1.19,1.5,1.0
2365,258652,20180508|838|2|1|3206898,2018-08-01,5344,JUICY DROP TAFFY 2.36OZ,267,Healthy Candy,331,Candy,230,380,838 Oxford,92 Plaza Lane,Oxford,36203,35.9938,-94.5681,ACTIVE,1.99,0.88435,1.10565,1.0
942,2874140,20180508|433|2|2|4937442,2018-08-01,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,197,433 Bay Minette,701 Mcmeans Ave,Bay Minette,36507,40.1474,-92.3793,ACTIVE,1.0,0.166188,0.833812,1.0
248,1199046,20180508|465|8|2|3908889,2018-08-01,15626,CROWN ROYAL REGAL APL 375ML,173,Whiskey,249,Liquor,201,221,465 Sturgeon,111 N Wentz St,Sturgeon,65284,39.2347,-92.2822,ACTIVE,35.98,11.5,24.48,2.0
2860,2833548,20180509|320|1|1|115403,2018-08-02,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,122,320 Northglenn,850 W 112Th Ave,Northglenn,80234,39.8994,-104.998,ACTIVE,1.0,1.0,0.0,1.0
686,703482,20180510|146|2|2|5820876,2018-08-03,3736,LAYS HNY BBQ 2.75OZ,52,Potato Chips,2,Chips,251,33,146 Bella Vista,1750 Forest Hills Blvd,Bella Vista,72715,36.4649,-94.302,ACTIVE,1.5,0.32,1.18,1.0
262,2704080,20180511|877|3|2|4518450,2018-08-04,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,409,877 Kenefic,117 Mary St,Kenefic,74748,34.1441,-96.3633,ACTIVE,2.0,2.0,0.0,2.0
1925,1011442,20180511|383|1|1|5800524,2018-08-04,15270,AR PLATINUM DOUBLER 442,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,153,383 Rogers,4600 W Walnut St,Rogers,72756,36.3337,-94.1811,ACTIVE,5.0,0.25,4.75,1.0
870,1083844,20180511|397|1|1|4530094,2018-08-04,18949,SKU ICE BAG SML,143,Ice (282),141,Ice (277),7,166,397 Pea Ridge,468 N Curtis Ave,Pea Ridge,72751,36.4456,-94.1154,ACTIVE,2.19,1.204429,0.985571,1.0
680,2281442,20180511|560|2|2|4742693,2018-08-04,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,295,560 Columbia,3709 Sandman Ln,Columbia,65201,38.9096,-92.3341,ACTIVE,4.0,0.453,3.547,1.51
1577,466924,20180511|446|1|1|2060123,2018-08-04,2177,APPLE FCS,282,Salads,281,Salad/produce & Misc,83,207,446 Bessemer,750 Academy Drive,Bessemer,35022,40.1928,-92.5812,ACTIVE,0.99,0.08,0.91,1.0
358,2585195,20180511|561|1|1|7489473,2018-08-04,6507,LOTTO,137,Lotto (271),136,Lotto (271),2,296,561 Gardendale,890 Odum Road,Gardendale,35071,39.8873,-94.8933,ACTIVE,4.5,4.5,0.0,1.0
608,165060,20180512|361|2|2|2615912,2018-08-05,6777,SKU ICE BAG LRG,143,Ice (282),141,Ice (277),7,131,361 Oakdale,500 Hohman St,Oakdale,68761,42.0694,-97.9698,ACTIVE,5.99,3.294838,2.695162,1.0
718,1647468,20180513|886|2|2|4751554,2018-08-06,10544,RDCRM SDA 16OZ CAN,250,Pk Bev-csd/pop (71),243,Pop (587),448,417,886 Geary,120 Nw 1St St,Geary,73040,35.6319,-98.3186,ACTIVE,1.0,0.46548,0.53452,1.0
785,979999,20180514|371|1|2|4183278,2018-08-07,10879,N/A-RASBRY TWST FCS,270,Bakery Food,269,Bakery,112,141,371 Cedar Rapids,214 W Main St,Cedar Rapids,68627,41.5602,-98.1452,ACTIVE,1.89,1.117,0.773,1.0
1166,2074001,20180514|187|1|100|2375801,2018-08-07,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,57,187 Tallassee,1300 Gilmer Ave,Tallassee,36078,46.6472,-93.1276,ACTIVE,28.34,3.2097,25.1303,10.699
1167,2218082,20180515|393|2|2|5640183,2018-08-08,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,162,393 Henderson,13091 Highway 62 E,Henderson,72544,36.3832,-92.191,ACTIVE,10.0,1.1631,8.8369,3.877
2947,716680,20180515|152|2|2|5552228,2018-08-08,18247,SKU GIFT CARD ACTIVATION,359,Gift Card - SKU (983),317,Gift Cards - SKU (938),2,42,152 Wilmot,202 Mccombs St,Wilmot,71676,33.0593,-91.5728,ACTIVE,20.0,20.0,0.0,1.0
249,33731,20180516|858|2|1|2101767,2018-08-09,4988,DAWN ORIG SOAP 8OZ,81,Non-edible Groc-dish (202),91,Food-Grocery,9,393,858 Watonga,121 N Noble Ave,Watonga,73772,35.8453,-98.4133,ACTIVE,2.29,1.135,1.155,1.0
2855,788935,20180516|226|1|2|4762405,2018-08-09,10798,SUB SMKD TRKY PPRJCK FCS,274,Cold Food,273,Cold Sandwiches,34,89,226 Quasqueton,113 E Dubuque St,Quasqueton,52326,42.3946,-91.7603,ACTIVE,4.49,2.668,1.822,1.0
1762,531081,20180517|700|1|1|234409,2018-08-10,5155,M&M PNUT 3.27OZ KS,266,Vegan Candy,331,Candy,304,350,700 Montgomery,6495 Atlanta Hwy,Montgomery,36117,39.0994,-91.6456,ACTIVE,1.99,0.99122,0.99878,1.0
1582,552824,20180517|834|1|2|3333168,2018-08-10,12970,BARCEL CHP HABANERO 1.9OZ,52,Potato Chips,2,Chips,251,377,834 Burlington,513 Main St,Burlington,73722,36.9003,-98.4228,ACTIVE,2.29,1.52462,0.76538,1.0
1125,1341048,20180517|520|2|1|4863575,2018-08-10,293,PEPSI 16OZ CAN,250,Pk Bev-csd/pop (71),243,Pop (587),448,274,520 Atlantic,1630 E 7Th St,Atlantic,50022,41.4048,-94.9895,ACTIVE,1.39,0.62364,0.76636,1.0
1756,2612554,20180518|578|1|1|4326242,2018-08-11,2179,HOT DOG FCS,280,Roller Grill Food,279,Roller Grill,9,310,578 Millbrook,145 Kelley Blvd,Millbrook,36054,39.2417,-91.6434,ACTIVE,2.69,2.1,0.59,2.0
380,2049735,20180518|930|4|2|3790766,2018-08-11,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,445,930 Aurora,2500 S Abilene St,Aurora,80014,39.6704,-104.828,ACTIVE,20.0,2.106,17.894,7.02
401,2074003,20180518|986|1|100|2248671,2018-08-11,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,482,986 Apache,302 E Evans Ave,Apache,73006,34.8936,-98.363,ACTIVE,27.0,3.1047,23.8953,10.349
164,80476,20180518|184|3|1|204058,2018-08-11,5368,KOOLEE,158,Carbonated Drinks,234,Frozen Dispensed Beverage,10,56,184 Talladega,214 Haynes Street,Talladega,35160,42.5659,-92.1603,ACTIVE,1.0,1.0,0.0,1.0
2213,204192,20180518|966|3|1|2051307,2018-08-11,12979,HOT DOG RETAIL ONLY,280,Roller Grill Food,279,Roller Grill,9,470,966 Cowley,71 E Main St,Cowley,82420,44.8837,-108.468,ACTIVE,1.69,0.517516,1.172484,1.0
369,101677,20180519|316|3|1|2046202,2018-08-12,3003,MARLB 72 SLVR BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,119,316 Mobile,5245 Rangeline Service Rd,Mobile,36619,39.9883,-104.818,ACTIVE,6.49,1.83,4.66,1.0
10,111699,20180519|473|1|1|3285930,2018-08-12,2576,SWISHER BLK SMTH 2P99 CIGRL POCH,335,Tobacco-cigarillo (962),320,Cigars,342,230,473 Hume,101 Main St,Hume,64752,38.091,-94.5834,ACTIVE,0.99,0.36818,0.62182,1.0
1812,819692,20180522|228|1|1|5010813,2018-08-14,1120,IA BONUS BALL BINGO 895,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,91,228 Brandon,704 Main St,Brandon,52210,42.3147,-92.0057,ACTIVE,10.0,0.7,9.3,5.0
943,1161646,20180521|433|1|2|4970892,2018-08-14,552,STRBCKS FRAPP VNL 13.7OZ GLS,363,Coffee Drinks,36,Dairy,110,197,433 Bay Minette,701 Mcmeans Ave,Bay Minette,36507,40.1474,-92.3793,ACTIVE,3.19,1.37553,1.81447,1.0
1104,1107087,20180521|406|1|100|5239544,2018-08-14,18962,DIESEL,1,Fuel Premuim,78,Fuel,68,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,65.0,6.6126,58.3874,22.042
51,1194168,20180521|465|2|2|3941200,2018-08-14,17104,BODY ARMOR TROP PNCH 28OZ,252,Sports Drinks,150,Juice/tonics,132,221,465 Sturgeon,111 N Wentz St,Sturgeon,65284,39.2347,-92.2822,ACTIVE,2.0,0.5,1.5,1.0
2339,182988,20180521|466|2|2|3020122,2018-08-14,9077,MO TRIPLE DOLLARS 180,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,222,466 Centralia,104 W Sneed St,Centralia,65240,39.2103,-92.1384,ACTIVE,6.0,0.3,5.7,3.0
1279,1098434,20180522|401|6|3|4920921,2018-08-15,13962,BURTS BEES BWX LPBLM .15OZ,100,Skin Care,127,Health & Beauty,93,172,401 Rogers,401 N 8Th St,Rogers,72756,36.3364,-94.1246,ACTIVE,2.99,1.08667,1.90333,1.0
1889,1113264,20180522|406|2|2|5242164,2018-08-15,10277,COOKIE FCS,270,Bakery Food,269,Bakery,112,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,0.79,0.425,0.365,1.0
1342,85802,20180523|981|1|1|2735703,2018-08-16,10133,DM BOMB BURR RED CHILI 14OZ,33,Pkg Sand - Burritos (118),292,Packaged Sandwiches,26,480,981 Fort Cobb,408 N Hazlett St,Fort Cobb,73038,35.099,-98.4358,ACTIVE,3.19,1.57,1.62,1.0
802,159971,20180523|1475|3|3|278233,2018-08-16,6263,COKE CHRY 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,37,1475 Montgomery,851 Ann St,Montgomery,36107,39.3071,-91.486,ACTIVE,1.99,0.86074,1.12926,1.0
519,1575952,20180523|846|1|1|4946780,2018-08-16,19002,GE85,1,Fuel Premuim,78,Fuel,68,386,846 Ozark,1537 Hwy 231 South,Ozark,36360,35.681,-94.7605,ACTIVE,15.17,2.1681,13.0019,7.227
1829,2421106,20180523|921|1|3|3063297,2018-08-16,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,440,921 Greenwood Vlg,8525 E Arapahoe Rd,Greenwood Vlg,80112,39.5964,-104.891,ACTIVE,1.49,1.49,0.0,1.0
489,1793270,20180523|975|3|2|3082767,2018-08-16,229,PEPSI 1LT,250,Pk Bev-csd/pop (71),243,Pop (587),448,477,975 Boulder,1905 28Th St,Boulder,80301,40.0201,-105.26,ACTIVE,1.88,0.55844,1.32156,1.0
1047,454637,20180524|388|4|1|2284487,2018-08-17,15274,AR $100000 JACKPOT 446,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,158,388 Decatur,750 E Roller Ave,Decatur,72722,36.3362,-94.4536,ACTIVE,5.0,0.25,4.75,1.0
1544,499242,20180524|320|2|2|141171,2018-08-17,7512,RED BULL GRN EDT 12OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,122,320 Northglenn,850 W 112Th Ave,Northglenn,80234,39.8994,-104.998,ACTIVE,5.5,1.65402,3.84598,2.0
765,778743,20180524|200|2|3|4738258,2018-08-17,3689,FUNYUN REG 2.375OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,64,200 Cedar Falls,221 W 6Th St,Cedar Falls,50613,42.5336,-92.4478,ACTIVE,1.69,0.51,1.18,1.0
2305,417571,20180525|906|2|2|1858236,2018-08-18,2025,WRIGLEY ORBIT SWMT 14PC,263,Gum,119,Gum,128,428,906 Aurora,18555 E Smoky Hill Rd,Aurora,80015,39.6192,-104.771,ACTIVE,1.49,0.73714,0.75286,1.0
1487,191518,20180525|570|2|2|265335,2018-08-18,10458,WTR GRP NFSPLSH 20OZ,255,Bottled Water,150,Juice/tonics,174,304,570 Hueytown,1007 Red Farmer Drive,Hueytown,35023,41.9966,-91.8623,ACTIVE,1.0,0.67483,0.32517,1.0
1195,1379854,20180525|556|1|1|3278259,2018-08-18,2932,TORNADOS,280,Roller Grill Food,279,Roller Grill,9,291,556 Saint Joseph,3906 Oakland Ave,Saint Joseph,64506,39.7825,-94.799,ACTIVE,1.69,0.517729,1.172271,1.0
362,1240215,20180526|476|1|2|4533945,2018-08-18,2885,PALLM RED 85 BX,162,Cig-discount (332),8,Cigarettes,158,233,476 Birmingham,9248 Parkway East,Birmingham,35206,40.1128,-94.8225,ACTIVE,4.03,-0.03677,4.06677,1.0
1394,2774109,20180525|59|2|2|3388499,2018-08-18,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,313,59 Meservey,421 1St St,Meservey,50457,42.9122,-93.4784,ACTIVE,1.0,-0.037665,1.037665,1.0
521,165218,20180525|320|1|1|142849,2018-08-18,17947,HOSTESS PWD SGR MNDNT BAG 10.5OZ,61,Muffins & Donuts,262,Bread & Cakes,53,122,320 Northglenn,850 W 112Th Ave,Northglenn,80234,39.8994,-104.998,ACTIVE,2.99,1.13923,1.85077,1.0
2729,875970,20180526|251|3|1|2088395,2018-08-19,1749,BUSCH LT 24PK CAN,205,Beer-popular (43),246,Beer,74,102,251 Albert City,114 Main St,Albert City,50510,42.7819,-94.9476,ACTIVE,15.99,2.10111,13.88889,1.0
1950,721761,20180526|156|2|2|2936249,2018-08-19,5005,SPECIAL K STRBRY PRTN 1.59OZ BAR,68,Energy Bars,65,Health Snacks,15,46,156 Semmes,7855 Moffett Rd,Semmes,36575,41.9024,-91.9226,ACTIVE,2.19,1.13556,1.05444,1.0
2789,1788560,20180527|973|1|1|4512719,2018-08-20,13593,DR PEPPER 16OZ CAN,250,Pk Bev-csd/pop (71),243,Pop (587),448,476,973 Lafayette,603 S Public Rd,Lafayette,80026,39.9932,-105.091,ACTIVE,1.39,0.631,0.759,1.0
2357,1910479,20180527|4923|1|1|4449595,2018-08-20,10379,MONSTER LO CARB 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,250,4923 Commerce City,7351 Magnolia St,Commerce City,80022,39.8303,-104.911,ACTIVE,2.69,1.46,1.23,1.0
1148,1470229,20180528|571|3|1|3531332,2018-08-21,3499,TOSTIT BT WHT RND 13OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,305,571 Leeds,8551 Whitfield Ave,Leeds,35094,40.3385,-95.393,ACTIVE,4.29,1.13,3.16,1.0
2523,2830372,20180528|1475|5|2|288596,2018-08-21,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,37,1475 Montgomery,851 Ann St,Montgomery,36107,39.3071,-91.486,ACTIVE,1.0,0.191407,0.808593,1.0
1878,2818163,20180529|561|6|6|7554479,2018-08-22,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,296,561 Gardendale,890 Odum Road,Gardendale,35071,39.8873,-94.8933,ACTIVE,1.69,0.915351,0.774649,1.0
1229,119602,20180529|292|1|1|2727159,2018-08-22,2811,DAVIDS JUMBO CRKPEP 5.25OZ,55,Nuts & seeds,185,Nuts,318,112,292 Aredale,117 E Main St,Aredale,50605,42.8351,-93.0034,ACTIVE,2.39,1.48353,0.90647,1.0
1951,1997043,20180529|381|1|100|4080745,2018-08-22,18963,DIESELBIO,1,Fuel Premuim,78,Fuel,68,151,381 Midway,323 Highway 178 W,Midway,72651,36.3862,-92.4672,ACTIVE,125.0,12.1008,112.8992,40.336
2604,790501,20180530|226|2|2|4791893,2018-08-23,348,KICKSTART ORNG 16OZ CAN,250,Pk Bev-csd/pop (71),243,Pop (587),448,89,226 Quasqueton,113 E Dubuque St,Quasqueton,52326,42.3946,-91.7603,ACTIVE,1.99,0.82778,1.16222,1.0
2510,2785792,20180530|514|2|2|4154651,2018-08-23,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,270,514 Athens,1011 US Hwy 72 East,Athens,35611,41.0232,-94.6098,ACTIVE,1.0,-0.025861,1.025861,1.0
914,590549,20180530|29|3|1|4549225,2018-08-23,2793,SLIMJIM GNT .97OZ,66,Alt Snack-meat Snacks (171),146,Jerky (305),219,111,29 Washburn,303 Main St,Washburn,65772,36.5885,-93.9646,ACTIVE,1.69,0.97,0.72,1.0
2895,265900,20180530|386|1|1|2462074,2018-08-23,9641,JONESBORO SUN,114,Nwspapers,183,Newspapers,296,156,386 Gravette,613 Main St Sw,Gravette,72736,36.4217,-94.4614,ACTIVE,1.0,0.12,0.88,1.0
1367,2810901,20180531|370|2|2|4586989,2018-08-24,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,140,370 Dunning,403 Jewett Ave,Dunning,68833,41.8281,-100.105,ACTIVE,1.69,0.912067,0.777933,1.0
1250,1635626,20180601|881|5|3|6567486,2018-08-25,3800,CHESTER HT FRI 4OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,413,881 Erick,119 W 3Rd St,Erick,73645,35.2141,-99.8677,ACTIVE,3.0,0.64,2.36,2.0
1676,2113956,20180601|986|3|1|2261029,2018-08-25,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,482,986 Apache,302 E Evans Ave,Apache,73006,34.8936,-98.363,ACTIVE,20.0,2.3355,17.6645,7.785
2450,2263089,20180601|497|1|100|2593543,2018-08-25,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,257,497 Patton,1000 State Route 51,Patton,63662,37.5003,-90.0134,ACTIVE,38.0,4.4376,33.5624,14.792
181,1586194,20180603|846|1|100|4972656,2018-08-27,19002,GE85,1,Fuel Premuim,78,Fuel,68,386,846 Ozark,1537 Hwy 231 South,Ozark,36360,35.681,-94.7605,ACTIVE,36.25,5.1804,31.0696,17.268
1838,843972,20180604|237|2|2|3355389,2018-08-28,8814,FIJI 1LT,255,Bottled Water,150,Juice/tonics,174,95,237 Rowley,111 Ely St,Rowley,52329,42.3701,-91.8436,ACTIVE,2.69,1.1188,1.5712,1.0
2932,1123253,20180604|409|2|1|4651917,2018-08-28,6209,AM SPRT ORGNC TURQUIOS BX,161,Cig-premium (331),8,Cigarettes,435,181,409 Cave Springs,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,ACTIVE,7.99,1.45792,6.53208,1.0
2011,2280750,20180604|560|2|2|4799410,2018-08-28,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,295,560 Columbia,3709 Sandman Ln,Columbia,65201,38.9096,-92.3341,ACTIVE,10.0,1.1115,8.8885,3.705
503,1992710,20180604|905|1|2|3669209,2018-08-28,5388,MEDIUM COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,427,905 Mobile,685 Schillinger Rd,Mobile,36695,39.8319,-105.004,ACTIVE,1.59,0.868896,0.721104,1.0
2464,602875,20180605|32|1|1|2874940,2018-08-29,1177,IA BNS CRSSWRD 953,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,121,32 Shell Rock,203 S Walnut St,Shell Rock,50670,42.7116,-92.5839,ACTIVE,3.0,0.21,2.79,1.0
2529,2611141,20180605|535|3|2|3180327,2018-08-29,2179,HOT DOG FCS,280,Roller Grill Food,279,Roller Grill,9,280,535 Lowden,308 Washington Ave,Lowden,52255,41.858,-90.9264,ACTIVE,1.69,1.396,0.294,1.0
517,2633603,20180605|887|3|1|5077819,2018-08-29,2180,TORNADO FCS,280,Roller Grill Food,279,Roller Grill,9,418,887 Greenfield,100 Madison St,Greenfield,73043,35.7276,-98.3789,ACTIVE,2.69,1.548,1.142,2.0
1594,1168135,20180606|433|2|1|5010369,2018-08-30,3315,L&M MEN BX,207,Cig-off Inv-discount (442),11,Off Invoice Cigs (104),27,197,433 Bay Minette,701 Mcmeans Ave,Bay Minette,36507,40.1474,-92.3793,ACTIVE,4.45,0.79218,3.65782,1.0
1224,536238,20180606|473|1|1|3308269,2018-08-30,18279,KOOL MEN SKU BX,161,Cig-premium (331),8,Cigarettes,435,230,473 Hume,101 Main St,Hume,64752,38.091,-94.5834,ACTIVE,4.64,0.01209,4.62791,1.0
299,2131973,20180607|24|1|100|4702751,2018-08-31,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,97,24 Hazleton,200 Main St S,Hazleton,50641,42.6151,-91.906,ACTIVE,30.88,3.3219,27.5581,11.073
